Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
FC.ExN	0.014027809021701988	0.1720605919172103	0.03528604169976881	12.265678243196831	2.515434993816844	5.898273299603467e-06	7.72453859446146e-08	1.878030389346178e-08	4.113106283200614
FC.InN	0.014781857018073163	0.18401202277277168	0.033568394126449616	12.448505120012175	2.2709186055180304	1.0647776564851947e-06	7.732128961261708e-08	1.8004946108069983e-08	4.294447156271185
FC.RG	0.018081047662040217	0.1450466341995082	0.03876015903421075	8.022025986028595	2.143689887814673	0.0013585133429609654	4.1598951020380885e-08	1.7408843380993653e-08	2.389529856176265
FC.MG	0.006065095730545016	0.03683388557459146	0.02274118992024038	6.073092200192119	3.7495187101023433	0.17864335695647124	2.59289937845948e-08	2.8754887095131798e-08	0.9017247641700732
FC.undef	0.011132734422953657	0.03967758207509816	0.029959878166147695	3.564046402947533	2.6911517896605814	0.34220655400331734	4.43694891409453e-09	2.078140392523591e-08	0.2135057347452122
LGE.InN	0.01745214311512241	0.21316433193282658	0.035067308207103715	12.214220942763076	2.0093410864089027	5.957067344586149e-08	7.440230335904634e-08	1.5583707558714895e-08	4.774364706134277
MGE.InN	0.017914637069737612	0.21313054292911132	0.03314463307779607	11.897005900786185	1.8501425928290671	1.5297940845588676e-08	7.480036738713527e-08	1.5421354394105766e-08	4.850440854645355
CGE.InN	0.020110518776633873	0.2341022249614298	0.036544085859947575	11.640784982306366	1.8171627627233382	2.5434299423724457e-08	7.446021030677248e-08	1.4715763836123394e-08	5.059894351116992
GE.RG	0.016083114038729716	0.11542866014750958	0.035372368070733504	7.177009369550327	2.1993482099022224	0.005507490911850247	3.333495044856111e-08	1.754605245967939e-08	1.8998547123442386
GE.Undef	0.004737166044388348	0.041122989818020456	0.02160990735043023	8.680926408888451	4.561779584658923	0.09468357564215037	4.123801577331016e-08	3.30729967219622e-08	1.246878718611125
