CLUSTER	GENE	AVG_EXP	PERCENTAGE
C1	SLC17A7	2.3209621342512907	59.467758444217
C10	SLC17A7	1.1029913793103447	14.8527528809219
C11	SLC17A7	0.8385961538461538	46.4285714285714
C12	SLC17A7	0.8876622073578595	56.6824644549763
C13	SLC17A7	0.8300840707964602	56.359102244389
C14	SLC17A7	1.8963245033112583	18.1272509003601
C15	SLC17A7	1.8919548387096774	20.5298013245033
C16	SLC17A7	1.5132845659163987	82.1664464993395
C2	SLC17A7	1.837492277992278	53.9021852237253
C3	SLC17A7	2.851612275449102	23.0662983425414
C4	SLC17A7	1.0379576271186441	43.7037037037037
C5	SLC17A7	1.8009873417721518	17.6931690929451
C6	SLC17A7	1.7564406392694063	39.530685920577596
C7	SLC17A7	1.3284529058116232	48.4936831875607
C8	SLC17A7	0.7566010638297872	59.6825396825397
C9	SLC17A7	0.5966318681318681	59.4771241830065
C1	GAD1	1.0524831804281345	33.4698055271238
C10	GAD1	1.1843477088948786	47.5032010243278
C11	GAD1	0.49314285714285716	37.5
C12	GAD1	1.1255411471321695	76.0189573459716
C13	GAD1	1.3428876712328768	91.0224438902743
C14	GAD1	2.0263357487922704	49.6998799519808
C15	GAD1	1.2945207547169812	35.0993377483444
C16	GAD1	0.6940845070422536	65.6538969616909
C2	GAD1	0.991642228739003	35.4838709677419
C3	GAD1	1.5178518987341771	27.2790055248619
C4	GAD1	1.3902565445026178	70.7407407407407
C5	GAD1	1.8696181818181818	30.7950727883539
C6	GAD1	1.2452524038461539	37.5451263537906
C7	GAD1	0.8200855263157895	44.3148688046647
C8	GAD1	0.6017329842931937	60.6349206349206
C9	GAD1	0.521155	65.359477124183
C1	GAD2	0.8778931034482759	29.6827021494371
C10	GAD2	1.2530194986072423	45.966709346991
C11	GAD2	0.43580357142857146	50
C12	GAD2	1.5248964059196617	89.6682464454976
C13	GAD2	1.1802857142857144	85.5361596009975
C14	GAD2	1.774683741648107	53.9015606242497
C15	GAD2	1.4074135802469137	42.9139072847682
C16	GAD2	0.5226916488222698	61.6908850726552
C2	GAD2	0.8246410256410256	36.5244536940687
C3	GAD2	1.3839551478083587	33.8743093922652
C4	GAD2	1.3532142857142857	77.7777777777778
C5	GAD2	1.8742474344355757	32.736095558044
C6	GAD2	1.12934375	40.4332129963899
C7	GAD2	0.8150482897384306	48.2993197278912
C8	GAD2	1.1528571428571428	80
C9	GAD2	0.49091904761904764	68.6274509803922
C1	SLC32A1	0.9132931596091205	31.4227226202661
C10	SLC32A1	0.9261333333333334	28.809218950064
C11	SLC32A1	0.8280425531914893	41.9642857142857
C12	SLC32A1	3.1419858728557015	93.9336492890995
C13	SLC32A1	3.9032794871794874	97.2568578553616
C14	SLC32A1	3.492245472837022	59.6638655462185
C15	SLC32A1	1.896186567164179	35.4966887417219
C16	SLC32A1	1.0392657342657343	75.5614266842801
C2	SLC32A1	0.9957611548556431	39.6462018730489
C3	SLC32A1	2.2628427109974423	27.0027624309392
C4	SLC32A1	2.915683962264151	78.5185185185185
C5	SLC32A1	1.8650871080139373	21.4259051885032
C6	SLC32A1	0.9177401315789474	27.4368231046931
C7	SLC32A1	0.8429218009478673	41.0106899902818
C8	SLC32A1	1.2146741573033708	84.7619047619048
C9	SLC32A1	0.5355497630331754	68.9542483660131
C1	GLI3	1.595827731092437	73.0808597748209
C10	GLI3	3.282259204712813	86.9398207426376
C11	GLI3	0.9785287356321839	77.6785714285714
C12	GLI3	1.9236928799149842	89.1943127962085
C13	GLI3	0.8733960396039604	75.5610972568579
C14	GLI3	2.4806761061946903	67.8271308523409
C15	GLI3	2.3602765217391304	76.158940397351
C16	GLI3	2.6520335195530724	94.5838837516513
C2	GLI3	1.5446533523537802	72.9448491155047
C3	GLI3	2.0919503916449087	66.1256906077348
C4	GLI3	1.518107476635514	79.2592592592593
C5	GLI3	3.2140484247374563	63.9790966778649
C6	GLI3	1.529157622739018	69.85559566787
C7	GLI3	1.3360744680851064	82.2157434402332
C8	GLI3	2.7050032786885247	96.8253968253968
C9	GLI3	4.178423841059603	98.6928104575163
C1	TNC	0.6727461538461539	26.6120777891505
C10	TNC	1.067239393939394	42.2535211267606
C11	TNC	0.5693606557377049	54.4642857142857
C12	TNC	0.4820358126721763	34.4075829383886
C13	TNC	0.39692561983471075	30.1745635910224
C14	TNC	1.2235989304812833	22.4489795918367
C15	TNC	1.1844981412639406	35.6291390728477
C16	TNC	0.424545197740113	46.7635402906209
C2	TNC	0.8388090277777778	29.9687825182102
C3	TNC	1.3642471395881006	30.1795580110497
C4	TNC	0.6289203539823008	41.8518518518518
C5	TNC	1.6388728813559321	30.8324001493094
C6	TNC	1.0346897689768977	27.3465703971119
C7	TNC	0.7955023696682465	41.0106899902818
C8	TNC	0.5336860465116279	54.6031746031746
C9	TNC	0.7906254826254826	84.640522875817
C1	C3	0.6383846153846154	14.6366427840328
C10	C3	0.6437906976744187	5.50576184379001
C11	C3	1.1663000000000001	53.5714285714286
C12	C3	0.41397701149425287	24.739336492891
C13	C3	0.3791058823529412	21.1970074812968
C14	C3	1.0595217391304348	8.28331332533013
C15	C3	1.37674	13.2450331125828
C16	C3	0.346752688172043	24.5706737120211
C2	C3	0.7133492063492064	13.111342351717
C3	C3	1.7074892307692309	11.2223756906077
C4	C3	0.552475	14.8148148148148
C5	C3	1.0224588235294119	6.34565136244867
C6	C3	0.782578947368421	12.0036101083032
C7	C3	0.6057688172043011	18.0758017492711
C8	C3	0.4550280373831776	33.968253968254
C9	C3	0.2932549019607843	33.3333333333333
C1	SPI1	0.6506388888888889	11.0542476970317
C10	SPI1	0.752618320610687	16.7733674775928
C11	SPI1	0.8145373134328359	59.8214285714286
C12	SPI1	0.46364377682403435	22.085308056872
C13	SPI1	0.5363132530120482	20.6982543640898
C14	SPI1	1.2458701298701298	9.2436974789916
C15	SPI1	1.6824021739130435	12.1854304635762
C16	SPI1	0.49913513513513513	24.4385733157199
C2	SPI1	1.0672333333333333	12.4869927159209
C3	SPI1	1.971560885608856	9.35773480662983
C4	SPI1	0.6630344827586206	10.7407407407407
C5	SPI1	1.5072847457627119	11.0115714818962
C6	SPI1	1.0212903225806451	11.1913357400722
C7	SPI1	0.7829942857142858	17.0068027210884
C8	SPI1	0.5326288659793814	30.7936507936508
C9	SPI1	0.47494444444444445	29.4117647058824
C1	MEF2C	2.098127990430622	85.568065506653
C10	MEF2C	1.3760298062593144	85.9154929577465
C11	MEF2C	1.732969387755102	87.5
C12	MEF2C	1.224624120603015	94.3127962085308
C13	MEF2C	1.327151832460733	95.2618453865337
C14	MEF2C	1.5698172920065252	73.5894357743097
C15	MEF2C	1.4601972111553785	66.4900662251656
C16	MEF2C	1.3610199714693296	92.6023778071334
C2	MEF2C	1.8653538840937114	84.3912591050989
C3	MEF2C	1.6401586169045006	62.914364640884
C4	MEF2C	1.6072887029288703	88.5185185185185
C5	MEF2C	1.6233635265700483	61.8141097424412
C6	MEF2C	1.4793700980392157	73.6462093862816
C7	MEF2C	1.2609701149425288	84.5481049562682
C8	MEF2C	0.8762126245847176	95.5555555555556
C9	MEF2C	0.9649189189189189	96.7320261437908
