CLUSTER	GENE	AVG_EXP	PERCENTAGE
C1	GAD1	0.9561549295774648	66.9811320754717
C10	GAD1	1.3597316666666666	87.4635568513119
C11	GAD1	1.9775390070921985	60.3423680456491
C2	GAD1	2.0525132978723404	34.6863468634686
C3	GAD1	0.9442331002331003	65.4961832061069
C4	GAD1	1.05197212543554	44.7737909516381
C5	GAD1	1.5410098039215687	24.4604316546763
C6	GAD1	1.9089208633093524	64.0552995391705
C7	GAD1	1.499843137254902	58.6881472957422
C8	GAD1	1.7719239130434783	69.6969696969697
C9	GAD1	1.3017925925925926	45.0751252086811
C1	GAD2	1.3082732919254658	75.9433962264151
C10	GAD2	1.098645871559633	79.4460641399417
C11	GAD2	1.9152486910994764	54.4935805991441
C2	GAD2	1.9772544529262086	36.2546125461255
C3	GAD2	1.2562363636363636	75.5725190839695
C4	GAD2	1.112607438016529	37.7535101404056
C5	GAD2	1.6329664429530202	35.7314148681055
C6	GAD2	1.3889097222222222	66.3594470046083
C7	GAD2	1.5468712522045855	65.2474108170311
C8	GAD2	1.5763777777777779	68.1818181818182
C9	GAD2	1.4908892508143323	51.2520868113522
C1	SLC32A1	2.551896103896104	72.6415094339623
C10	SLC32A1	3.7346464174454828	93.5860058309038
C11	SLC32A1	3.9612304761904764	74.8930099857347
C2	SLC32A1	3.021318181818182	22.3247232472325
C3	SLC32A1	2.179257299270073	83.6641221374046
C4	SLC32A1	1.1772785388127853	34.1653666146646
C5	SLC32A1	2.3626576576576577	26.6187050359712
C6	SLC32A1	3.2050447284345047	72.1198156682028
C7	SLC32A1	3.157628125	73.6478711162255
C8	SLC32A1	2.7519239130434783	69.6969696969697
C9	SLC32A1	3.9143959390862944	65.7762938230384
C1	GLI3	1.3472307692307692	85.8490566037736
C10	GLI3	0.9407668711656442	71.2827988338192
C11	GLI3	1.8105271739130435	52.4964336661912
C2	GLI3	3.689542805100182	50.6457564575646
C3	GLI3	1.8881923076923077	83.3587786259542
C4	GLI3	2.7895347091932456	83.1513260530421
C5	GLI3	2.035396	59.9520383693046
C6	GLI3	1.9956613418530351	72.1198156682028
C7	GLI3	2.6163374045801526	75.3739930955121
C8	GLI3	2.0244545454545455	75
C9	GLI3	2.053	59.5993322203673
C1	SLC17A7	0.8533409090909091	41.5094339622642
C10	SLC17A7	0.8316641604010026	58.1632653061224
C11	SLC17A7	1.449816	17.8316690442225
C2	SLC17A7	1.6021388888888888	6.64206642066421
C3	SLC17A7	0.8677885196374623	50.5343511450382
C4	SLC17A7	1.0674968553459119	24.804992199688
C5	SLC17A7	2.433543209876543	19.4244604316547
C6	SLC17A7	1.0613725490196078	35.2534562211982
C7	SLC17A7	1.092236842105263	30.6098964326812
C8	SLC17A7	1.2179583333333333	18.1818181818182
C9	SLC17A7	1.415233870967742	41.4023372287145
C1	TNC	0.49303478260869565	54.2452830188679
C10	TNC	0.403422131147541	35.5685131195335
C11	TNC	1.0617142857142858	15.9771754636234
C2	TNC	2.16002752293578	20.1107011070111
C3	TNC	0.6633564954682779	50.5343511450382
C4	TNC	1.042470802919708	42.7457098283931
C5	TNC	1.4299	26.378896882494
C6	TNC	0.819304347826087	37.0967741935484
C7	TNC	0.6386100917431192	25.0863060989643
C8	TNC	0.7959666666666667	22.7272727272727
C9	TNC	1.2102427745664739	28.881469115192
C1	PROX1	0.50721875	45.2830188679245
C10	PROX1	0.9782534381139489	74.198250728863
C11	PROX1	1.898607629427793	52.3537803138374
C2	PROX1	1.8486876876876877	30.719557195572
C3	PROX1	1.0564725274725275	69.4656488549618
C4	PROX1	1.0544126394052045	41.9656786271451
C5	PROX1	1.6462248062015503	30.9352517985612
C6	PROX1	1.0736353591160221	41.705069124424
C7	PROX1	1.4145555555555556	61.1047180667434
C8	PROX1	1.313551282051282	59.0909090909091
C9	PROX1	1.3107548638132296	42.9048414023372
C1	SCGN	0.25296551724137933	27.3584905660377
C10	SCGN	0.4027564766839378	56.268221574344
C11	SCGN	0.828335260115607	24.679029957204
C2	SCGN	1.1104774193548388	14.2988929889299
C3	SCGN	0.4132918149466192	42.9007633587786
C4	SCGN	0.6127589285714286	17.4726989079563
C5	SCGN	1.3936521739130434	16.5467625899281
C6	SCGN	0.5777674418604651	29.7235023041475
C7	SCGN	0.7435657894736842	43.7284234752589
C8	SCGN	0.9074117647058824	25.7575757575758
C9	SCGN	0.7989452736318408	33.5559265442404
C1	LHX6	0.5748928571428571	26.4150943396226
C10	LHX6	1.6024852173913045	83.8192419825073
C11	LHX6	2.2674358974358975	50.0713266761769
C2	LHX6	2.432955974842767	14.6678966789668
C3	LHX6	0.9221904761904762	44.8854961832061
C4	LHX6	1.0163303571428572	17.4726989079563
C5	LHX6	1.730451612903226	7.43405275779376
C6	LHX6	1.053089430894309	28.3410138248848
C7	LHX6	1.294436440677966	27.1576524741082
C8	LHX6	1.5636981132075471	40.1515151515151
C9	LHX6	1.7732844827586207	38.7312186978297
C1	NXPH1	1.21568125	75.4716981132076
C10	NXPH1	1.2219100346020761	84.2565597667638
C11	NXPH1	2.139082039911308	64.3366619115549
C2	NXPH1	3.4699802867383513	51.4760147601476
C3	NXPH1	0.9593558558558558	67.7862595419847
C4	NXPH1	1.5955652173913044	57.4102964118565
C5	NXPH1	1.8653720930232558	51.5587529976019
C6	NXPH1	1.3272252964426878	58.294930875576
C7	NXPH1	1.420758945386064	61.1047180667434
C8	NXPH1	1.864952380952381	79.5454545454545
C9	NXPH1	1.448675	46.7445742904841
C1	MEIS2	2.44935	84.9056603773585
C10	MEIS2	1.38725	83.3819241982507
C11	MEIS2	2.3574929577464787	60.7703281027104
C2	MEIS2	2.7853052109181142	37.1771217712177
C3	MEIS2	2.386713043478261	87.7862595419847
C4	MEIS2	2.2981824175824177	70.9828393135725
C5	MEIS2	2.4855225806451613	37.1702637889688
C6	MEIS2	2.5579375	77.4193548387097
C7	MEIS2	2.206661788617886	70.771001150748
C8	MEIS2	2.0190853658536585	62.1212121212121
C9	MEIS2	2.2012108108108106	61.7696160267112
C1	ZFHX3	1.909762162162162	87.2641509433962
C10	ZFHX3	1.5423415435139574	88.7755102040816
C11	ZFHX3	2.0166572052401746	65.3352353780314
C2	ZFHX3	2.15766391184573	33.4870848708487
C3	ZFHX3	1.49043947858473	81.9847328244275
C4	ZFHX3	1.7149166666666666	63.6505460218409
C5	ZFHX3	2.342232673267327	48.4412470023981
C6	ZFHX3	2.468611111111111	82.9493087557604
C7	ZFHX3	1.6101322033898304	67.8941311852704
C8	ZFHX3	1.4884938271604937	61.3636363636364
C9	ZFHX3	1.9886432038834951	68.7813021702838
C1	SPI1	0.602638888888889	16.9811320754717
C10	SPI1	0.54975	29.1545189504373
C11	SPI1	1.2680461538461538	9.27246790299572
C2	SPI1	2.075245614035088	10.5166051660517
C3	SPI1	0.6400788177339901	30.9923664122137
C4	SPI1	0.7917806451612903	24.1809672386895
C5	SPI1	2.0008360655737705	14.6282973621103
C6	SPI1	0.798020618556701	22.3502304147465
C7	SPI1	0.9850616438356165	16.800920598389
C8	SPI1	1.0658666666666667	22.7272727272727
C9	SPI1	0.82969	16.6944908180301
C1	LHX8	0.485258064516129	43.8679245283019
C10	LHX8	0.6098814016172507	54.0816326530612
C11	LHX8	1.3788902953586497	33.8088445078459
C2	LHX8	2.1826619318181817	32.4723247232472
C3	LHX8	0.8075295950155763	49.0076335877863
C4	LHX8	1.0170921052631579	35.5694227769111
C5	LHX8	1.1717368421052632	22.7817745803357
C6	LHX8	0.7918223684210527	35.0230414746544
C7	LHX8	1.1370305810397554	37.6294591484465
C8	LHX8	0.8673833333333333	45.4545454545455
C9	LHX8	0.9939933333333333	25.0417362270451
C1	ISL1	1.905614906832298	75.9433962264151
C10	ISL1	0.8707344262295081	44.4606413994169
C11	ISL1	1.9902011494252874	24.821683309557798
C2	ISL1	3.125695340501792	25.7380073800738
C3	ISL1	1.047673780487805	50.0763358778626
C4	ISL1	1.4690495495495495	34.6333853354134
C5	ISL1	1.6921263157894737	22.7817745803357
C6	ISL1	1.4334010695187165	43.0875576036866
C7	ISL1	1.6182760942760943	34.1772151898734
C8	ISL1	1.0764500000000001	30.3030303030303
C9	ISL1	1.5261960784313726	25.542570951586
C1	GBX2	0.7439222222222223	42.4528301886792
C10	GBX2	1.4501133004926108	59.1836734693878
C11	GBX2	2.4827850877192983	32.5249643366619
C2	GBX2	3.0030809523809525	19.3726937269373
C3	GBX2	1.4452753623188406	52.6717557251908
C4	GBX2	1.7894981549815498	42.2776911076443
C5	GBX2	2.3553478260869567	22.0623501199041
C6	GBX2	1.6827798742138365	36.6359447004608
C7	GBX2	1.6113034482758621	33.3716915995397
C8	GBX2	1.3772592592592592	20.4545454545455
C9	GBX2	1.7502205128205128	32.5542570951586
